Model,Month,a,b,c,Precision
SE2216Hf,2018/9/1,0.04,0,0.96,0.00226025
SE2216Hf,2018/10/1,0,0.99,0.00999999,0.00630741
SE2216Hf,2018/11/1,0.96,0.04,2.23517e-08,0.00727826
SE2216Hf,2018/12/1,0,0,1,0.00190632
SE2216Hf,2019/1/1,0.35,0.43,0.22,0.00433313
SE2216Hf,2019/2/1,0.77,0.23,1.49012e-08,0.00372302
SE2216Hf,2019/3/1,0.52,0,0.48,0.00326102
SE2216Hf,2019/4/1,0.3,0,0.7,0.00208621
SE2216Hf,2019/5/1,0.46,0.38,0.16,0.00223123
SE2216Hf,2019/6/1,0,0.31,0.69,0.00219929
SE2216Hf,2019/7/1,0.12,0.87,0.00999999,0.00239642
SE2216Hf,2019/8/1,0.99,0,0.00999999,0.00264587
SE2216Hf,2019/9/1,0,0.46,0.54,0.00269047
SE2216HVf,2018/5/1,0.52,0.37,0.11,0.000778133
SE2216HVf,2018/6/1,0.37,0.24,0.39,0.000794824
SE2216HVf,2018/7/1,0.23,0,0.77,0.000630532
SE2216HVf,2018/8/1,0.65,0.35,2.98023e-08,0.000532598
SE2216HVf,2018/9/1,0,0,1,0.00165146
SE2216HVf,2018/10/1,0.96,0.04,2.23517e-08,0.00755953
SE2216HVf,2018/11/1,0.13,0,0.87,0.00698964
SE2216HVf,2018/12/1,0,0,1,0.00255125
SE2216HVf,2019/1/1,0,0.7,0.3,0.00436808
SE2216HVf,2019/2/1,0.99,0,0.00999999,0.00240448
SE2216HVf,2019/3/1,0.23,0.51,0.26,0.00398909
SE2216HVf,2019/4/1,0.14,0.32,0.54,0.0035875
SE2216HVf,2019/5/1,0.19,0.22,0.59,0.00345162
SE2216HVf,2019/6/1,0.53,0,0.47,0.00248145
SE2216HVf,2019/7/1,0.26,0,0.74,0.00226196
SE2216HVf,2019/8/1,0,0,1,0.00373697
SE2216HVf,2019/9/1,0.37,0.01,0.62,0.00331644
SE2218HV,2018/5/1,0.22,0,0.78,0.00137135
SE2218HV,2018/6/1,0,0.75,0.25,0.00138305
SE2218HV,2018/7/1,0.36,0.2,0.44,0.000904426
SE2218HV,2018/8/1,0.1,0,0.9,0.000905206
SE2218HV,2018/9/1,0,0,1,0.00158403
SE2218HV,2018/10/1,0,0.99,0.00999999,0.00795649
SE2218HV,2018/11/1,0.22,0,0.78,0.00710579
SE2218HV,2018/12/1,0,0,1,0.00250807
SE2218HV,2019/1/1,0,0.31,0.69,0.00225301
SE2218HV,2019/2/1,0,0.12,0.88,0.00218555
SE2218HV,2019/3/1,0.11,0.5,0.39,0.00188186
SE2218HV,2019/4/1,0,0.82,0.18,0.00209471
SE2218HV,2019/5/1,0.14,0,0.86,0.00177166
SE2218HV,2019/6/1,0,0.51,0.49,0.00134597
SE2218HV,2019/7/1,0.41,0,0.59,0.00121223
SE2218HV,2019/8/1,0,0.35,0.65,0.001683
SE2218HV,2019/9/1,0.39,0.01,0.6,0.00135516
SE2219Hf,2018/5/1,0.24,0.13,0.63,0.000775644
SE2219Hf,2018/6/1,0.1,0,0.9,0.000709158
SE2219Hf,2018/7/1,0,0.76,0.24,0.00112211
SE2219Hf,2018/8/1,0,0,1,0.0012992
SE2219Hf,2018/9/1,0.2,0.17,0.63,0.00124957
SE2219Hf,2018/10/1,0.35,0.16,0.49,0.00402986
SE2219Hf,2018/11/1,0.53,0.47,2.98023e-08,0.00404655
SE2219Hf,2018/12/1,0,0,1,0
SE2219Hf,2019/1/1,0,0,1,0
SE2219Hf,2019/2/1,0,0,1,0
SE2219Hf,2019/3/1,0,0,1,0
SE2219Hf,2019/4/1,0,0,1,0
SE2219Hf,2019/5/1,0,0,1,0
SE2219Hf,2019/6/1,0,0,1,0
SE2219Hf,2019/7/1,0,0,1,0
SE2219Hf,2019/8/1,0,0,1,0
SE2219Hf,2019/9/1,0.09,0.09,0.82,0.00564063
SE2416Hc,2018/5/1,0,0.01,0.99,0.00154466
SE2416Hc,2018/6/1,0.31,0.68,0.00999999,0.000895208
SE2416Hc,2018/7/1,0,0,1,0.00173957
SE2416Hc,2018/8/1,0.42,0.58,5.96046e-08,0.00143884
SE2416Hc,2018/9/1,0.9,0.1,2.23517e-08,0.00136636
SE2416Hc,2018/10/1,0.33,0,0.67,0.00515979
SE2416Hc,2018/11/1,0,0.88,0.12,0.00545569
SE2416Hc,2018/12/1,0.15,0,0.85,0.00536825
SE2416Hc,2019/1/1,0.42,0.58,5.96046e-08,0.00325747
SE2416Hc,2019/2/1,0,0.53,0.47,0.00169514
SE2416Hc,2019/3/1,0.77,0.23,1.49012e-08,0.00216639
SE2416Hc,2019/4/1,0,0,1,0.00250116
SE2416Hc,2019/5/1,0,0.56,0.44,0.00145374
SE2416Hc,2019/6/1,0.2,0.16,0.64,0.0017528
SE2416Hc,2019/7/1,0,0.09,0.91,0.00148201
SE2416Hc,2019/8/1,0.11,0.43,0.46,0.00155217
SE2416Hc,2019/9/1,0.58,0.06,0.36,0.00170277
SE2416HMc,2018/5/1,0,0.99,0.00999999,0.0011933
SE2416HMc,2018/6/1,0,0.45,0.55,0.000904638
SE2416HMc,2018/7/1,0.3,0.07,0.63,0.000938106
SE2416HMc,2018/8/1,0.03,0.87,0.1,0.000838379
SE2416HMc,2018/9/1,0.69,0,0.31,0.000902906
SE2416HMc,2018/10/1,0,0.99,0.00999999,0.0079064
SE2416HMc,2018/11/1,0.99,0,0.00999999,0.00770924
SE2416HMc,2018/12/1,0,0,1,0.00400424
SE2416HMc,2019/1/1,0.03,0.39,0.58,0.00289432
SE2416HMc,2019/2/1,0.28,0.59,0.13,0.00206469
SE2416HMc,2019/3/1,0.4,0.45,0.15,0.00242924
SE2416HMc,2019/4/1,0.47,0.1,0.43,0.00288054
SE2416HMc,2019/5/1,0.03,0.19,0.78,0.0015611
SE2416HMc,2019/6/1,0.16,0.62,0.22,0.00181082
SE2416HMc,2019/7/1,0,0,1,0.0020648
SE2416HMc,2019/8/1,0.17,0.14,0.69,0.00273635
SE2416HMc,2019/9/1,0.54,0,0.46,0.00337368
SE2417HGc,2018/5/1,0.5,0,0.5,0.00141122
SE2417HGc,2018/6/1,0,0.53,0.47,0.00105568
SE2417HGc,2018/7/1,0.5,0.27,0.23,0.000970401
SE2417HGc,2018/8/1,0.17,0.46,0.37,0.00112246
SE2417HGc,2018/9/1,0.38,0,0.62,0.00129813
SE2417HGc,2018/10/1,0.99,0,0.00999999,0.00691347
SE2417HGc,2018/11/1,0.99,0,0.00999999,0.00748769
SE2417HGc,2018/12/1,0,0,1,0.00188639
SE2417HGc,2019/1/1,0.28,0,0.72,0.00295082
SE2417HGc,2019/2/1,0.13,0.86,0.00999999,0.00235132
SE2417HGc,2019/3/1,0.82,0,0.18,0.00249003
SE2417HGc,2019/4/1,0.06,0.04,0.9,0.00104208
SE2417HGc,2019/5/1,0,0.36,0.64,0.00138042
SE2417HGc,2019/6/1,0,0.59,0.41,0.000992973
SE2417HGc,2019/7/1,0.69,0,0.31,0.00118211
SE2417HGc,2019/8/1,0.54,0.05,0.41,0.00110397
SE2417HGc,2019/9/1,0,0.91,0.09,0.00106519
SE2419Hf,2018/5/1,0.02,0.17,0.81,0.000375791
SE2419Hf,2018/6/1,0,0.84,0.16,0.0011033
SE2419Hf,2018/7/1,0.77,0.23,1.49012e-08,0.00179325
SE2419Hf,2018/8/1,0,0,1,0.00101815
SE2419Hf,2018/9/1,0.14,0.11,0.75,0.000670848
SE2419Hf,2018/10/1,0,0.82,0.18,0.00446385
SE2419Hf,2018/11/1,0.83,0.17,1.49012e-08,0.00446394
SE2419Hf,2018/12/1,0,0,1,0
SE2419Hf,2019/1/1,0,0,1,0
SE2419Hf,2019/2/1,0,0,1,0
SE2419Hf,2019/3/1,0,0,1,0
SE2419Hf,2019/4/1,0,0,1,0
SE2419Hf,2019/5/1,0,0,1,0
SE2419Hf,2019/6/1,0,0,1,0
SE2419Hf,2019/7/1,0,0,1,0
SE2419Hf,2019/8/1,0.72,0.02,0.26,0.00640466
SE2419Hf,2019/9/1,0.99,0,0.00999999,0.00741757
SE2717Hc,2018/5/1,0,0.33,0.67,0.00157366
SE2717Hc,2018/6/1,0,0.24,0.76,0.00117986
SE2717Hc,2018/7/1,0,0,1,0.00110559
SE2717Hc,2018/8/1,0,0.97,0.03,0.00137931
SE2717Hc,2018/9/1,0.29,0.68,0.03,0.00154665
SE2717Hc,2018/10/1,0,0.39,0.61,0.00616843
SE2717Hc,2018/11/1,0.27,0,0.73,0.00696696
SE2717Hc,2018/12/1,0,0,1,0.00218798
SE2717Hc,2019/1/1,0,0.32,0.68,0.00298483
SE2717Hc,2019/2/1,0.65,0.22,0.13,0.00317317
SE2717Hc,2019/3/1,0,0,1,0.00215657
SE2717Hc,2019/4/1,0.24,0.58,0.18,0.00160023
SE2717Hc,2019/5/1,0.31,0.62,0.07,0.00188506
SE2717Hc,2019/6/1,0.71,0.01,0.28,0.00262421
SE2717Hc,2019/7/1,0.27,0,0.73,0.0020486
SE2717Hc,2019/8/1,0.37,0.26,0.37,0.0017773
SE2717Hc,2019/9/1,0.37,0.62,0.00999999,0.0022685
SE2719Hf,2018/5/1,0.07,0.4,0.53,0.00256086
SE2719Hf,2018/6/1,0,0.56,0.44,0.00331305
SE2719Hf,2018/7/1,0.28,0.06,0.66,0.00224105
SE2719Hf,2018/8/1,0.17,0.45,0.38,0.00167189
SE2719Hf,2018/9/1,0,0.99,0.00999999,0.00196781
SE2719Hf,2018/10/1,0.29,0.47,0.24,0.00376775
SE2719Hf,2018/11/1,0.46,0.24,0.3,0.00378812
SE2719Hf,2018/12/1,0,0,1,0
SE2719Hf,2019/1/1,0,0,1,0
SE2719Hf,2019/2/1,0,0,1,0
SE2719Hf,2019/3/1,0,0,1,0
SE2719Hf,2019/4/1,0,0,1,0
SE2719Hf,2019/5/1,0,0,1,0
SE2719Hf,2019/6/1,0,0,1,0
SE2719Hf,2019/7/1,0,0,1,0
SE2719Hf,2019/8/1,0.72,0.02,0.26,0.00640466
SE2719Hf,2019/9/1,0.99,0,0.00999999,0.00599616
SP2318Hb,2018/5/1,0.66,0,0.34,0.00115324
SP2318Hb,2018/6/1,0.14,0.29,0.57,0.00141645
SP2318Hb,2018/7/1,0,0.36,0.64,0.000915605
SP2318Hb,2018/8/1,0.18,0.13,0.69,0.00115181
SP2318Hb,2018/9/1,0,0,1,0.00147379
SP2318Hb,2018/10/1,0,0,1,0.006556
SP2318Hb,2018/11/1,0.21,0.51,0.28,0.00573536
SP2318Hb,2018/12/1,0,0,1,0.00274159
SP2318Hb,2019/1/1,0.01,0.21,0.78,0.0028459
SP2318Hb,2019/2/1,0.43,0.54,0.03,0.00255764
SP2318Hb,2019/3/1,0.11,0.29,0.6,0.00281424
SP2318Hb,2019/4/1,0.24,0.04,0.72,0.00258328
SP2318Hb,2019/5/1,0,0.45,0.55,0.00205746
SP2318Hb,2019/6/1,0.02,0.73,0.25,0.00204555
SP2318Hb,2019/7/1,0,0.08,0.92,0.00239321
SP2318Hb,2019/8/1,0.39,0.39,0.22,0.00236879
SP2318Hb,2019/9/1,0,0.8,0.2,0.00302662
SP2418Hb,2018/5/1,0,0.5,0.5,0.0036249
SP2418Hb,2018/6/1,0.15,0.05,0.8,0.00305672
SP2418Hb,2018/7/1,0.18,0.19,0.63,0.00246069
SP2418Hb,2018/8/1,0.27,0,0.73,0.00226522
SP2418Hb,2018/9/1,0,0,1,0.00263604
SP2418Hb,2018/10/1,0,0.91,0.09,0.00776769
SP2418Hb,2018/11/1,0,0.16,0.84,0.00823247
SP2418Hb,2018/12/1,0.06,0,0.94,0.00311425
SP2418Hb,2019/1/1,0.11,0.88,0.00999999,0.00241185
SP2418Hb,2019/2/1,0.36,0.01,0.63,0.00305975
SP2418Hb,2019/3/1,0.4,0.41,0.19,0.00228157
SP2418Hb,2019/4/1,0.38,0,0.62,0.00369982
SP2418Hb,2019/5/1,0.08,0.32,0.6,0.00386436
SP2418Hb,2019/6/1,0.44,0,0.56,0.00394691
SP2418Hb,2019/7/1,0.47,0.09,0.44,0.00367623
SP2418Hb,2019/8/1,0.57,0.25,0.18,0.00321641
SP2418Hb,2019/9/1,0.46,0.39,0.15,0.00309934
U2412Mc,2018/5/1,0.38,0,0.62,0.00336278
U2412Mc,2018/6/1,0.18,0.46,0.36,0.00302115
U2412Mc,2018/7/1,0.34,0.55,0.11,0.00176564
U2412Mc,2018/8/1,0,0.63,0.37,0.00274069
U2412Mc,2018/9/1,0,0.11,0.89,0.00364701
U2412Mc,2018/10/1,0,0.99,0.00999999,0.00818619
U2412Mc,2018/11/1,0.99,0,0.00999999,0.00905111
U2412Mc,2018/12/1,0,0,1,0.00378888
U2412Mc,2019/1/1,0.03,0.63,0.34,0.00427016
U2412Mc,2019/2/1,0.24,0.08,0.68,0.00408583
U2412Mc,2019/3/1,0.16,0.2,0.64,0.00343701
U2412Mc,2019/4/1,0.14,0.22,0.64,0.00326317
U2412Mc,2019/5/1,0.43,0.28,0.29,0.00398334
U2412Mc,2019/6/1,0,0.59,0.41,0.00425436
U2412Mc,2019/7/1,0.43,0,0.57,0.00297172
U2412Mc,2019/8/1,0.18,0.15,0.67,0.00417773
U2412Mc,2019/9/1,0.08,0.91,0.00999999,0.00392479
U2414Hb,2018/5/1,0,0,1,0.00267167
U2414Hb,2018/6/1,0,0.32,0.68,0.00185222
U2414Hb,2018/7/1,0.03,0.32,0.65,0.00213872
U2414Hb,2018/8/1,0.34,0.44,0.22,0.00244153
U2414Hb,2018/9/1,0.4,0.6,0,0.00258821
U2414Hb,2018/10/1,0.77,0.23,1.49012e-08,0.00692695
U2414Hb,2018/11/1,0.99,0,0.00999999,0.00671496
U2414Hb,2018/12/1,0.12,0,0.88,0.00309272
U2414Hb,2019/1/1,0.05,0.43,0.52,0.00309922
U2414Hb,2019/2/1,0.16,0,0.84,0.00191211
U2414Hb,2019/3/1,0.05,0.56,0.39,0.00318199
U2414Hb,2019/4/1,0.04,0.34,0.62,0.00237128
U2414Hb,2019/5/1,0.45,0.54,0.00999999,0.00258244
U2414Hb,2019/6/1,0.11,0.21,0.68,0.00264835
U2414Hb,2019/7/1,0.15,0.26,0.59,0.00196343
U2414Hb,2019/8/1,0.5,0.49,0.00999999,0.00215139
U2414Hb,2019/9/1,0.81,0,0.19,0.00289193
U2415b,2018/5/1,0.27,0.36,0.37,0.00149107
U2415b,2018/6/1,0,0.68,0.32,0.000983484
U2415b,2018/7/1,0.54,0.04,0.42,0.00117543
U2415b,2018/8/1,0,0.03,0.97,0.00148153
U2415b,2018/9/1,0.23,0.2,0.57,0.00108229
U2415b,2018/10/1,0.96,0.04,2.23517e-08,0.00817287
U2415b,2018/11/1,0.99,0,0.00999999,0.00978535
U2415b,2018/12/1,0,0,1,0.00295232
U2415b,2019/1/1,0.43,0.53,0.04,0.00486626
U2415b,2019/2/1,0.58,0,0.42,0.00248412
U2415b,2019/3/1,0,0.8,0.2,0.00268798
U2415b,2019/4/1,0.18,0,0.82,0.00213496
U2415b,2019/5/1,0,0,1,0.0016278
U2415b,2019/6/1,0.53,0,0.47,0.00178948
U2415b,2019/7/1,0.09,0,0.91,0.00202289
U2415b,2019/8/1,0.54,0.32,0.14,0.00312866
U2415b,2019/9/1,0.53,0.47,2.98023e-08,0.00267331
U2417Ht,2018/5/1,0.48,0.4,0.12,0.00141036
U2417Ht,2018/6/1,0.68,0.19,0.13,0.00174853
U2417Ht,2018/7/1,0.24,0.7,0.06,0.00143872
U2417Ht,2018/8/1,0.53,0.1,0.37,0.00144423
U2417Ht,2018/9/1,0,0.15,0.85,0.00162626
U2417Ht,2018/10/1,0.57,0.42,0.01,0.00629317
U2417Ht,2018/11/1,0.38,0.43,0.19,0.00611429
U2417Ht,2018/12/1,0,0,1,0.00157686
U2417Ht,2019/1/1,0,0.61,0.39,0.00159225
U2417Ht,2019/2/1,0,0.43,0.57,0.00168802
U2417Ht,2019/3/1,0.1,0.44,0.46,0.00120143
U2417Ht,2019/4/1,0.05,0.21,0.74,0.00188601
U2417Ht,2019/5/1,0,0.77,0.23,0.00178195
U2417Ht,2019/6/1,0,0,1,0.00134943
U2417Ht,2019/7/1,0,0,1,0.00140077
U2417Ht,2019/8/1,0.04,0.95,0.00999999,0.00140202
U2417Ht,2019/9/1,0.59,0,0.41,0.00201784
U2419HSt,2018/5/1,0,0.45,0.55,0.00153086
U2419HSt,2018/6/1,0,0.25,0.75,0.00115428
U2419HSt,2018/7/1,0.03,0.28,0.69,0.00160846
U2419HSt,2018/8/1,0.03,0.56,0.41,0.001141
U2419HSt,2018/9/1,0.71,0,0.29,0.00131032
U2419HSt,2018/10/1,0.99,0,0.00999999,0.0054406
U2419HSt,2018/11/1,0,0.99,0.00999999,0.00612383
U2419HSt,2018/12/1,0,0,1,0
U2419HSt,2019/1/1,0,0,1,0
U2419HSt,2019/2/1,0,0,1,0
U2419HSt,2019/3/1,0,0,1,0
U2419HSt,2019/4/1,0,0,1,0
U2419HSt,2019/5/1,0,0,1,0
U2419HSt,2019/6/1,0,0,1,0
U2419HSt,2019/7/1,0,0,1,0
U2419HSt,2019/8/1,0,0,1,0
U2419HSt,2019/9/1,0,0,1,0
U2419Ht,2018/5/1,0,0,1,0.0010843
U2419Ht,2018/6/1,0,0.67,0.33,0.00101184
U2419Ht,2018/7/1,0.2,0,0.8,0.000774135
U2419Ht,2018/8/1,0,0,1,0.00110188
U2419Ht,2018/9/1,0,0.21,0.79,0.00109153
U2419Ht,2018/10/1,0.12,0,0.88,0.00533609
U2419Ht,2018/11/1,0,0.51,0.49,0.00526532
U2419Ht,2018/12/1,0,0,1,0
U2419Ht,2019/1/1,0,0,1,0
U2419Ht,2019/2/1,0,0,1,0
U2419Ht,2019/3/1,0,0,1,0
U2419Ht,2019/4/1,0,0,1,0
U2419Ht,2019/5/1,0,0,1,0
U2419Ht,2019/6/1,0,0,1,0
U2419Ht,2019/7/1,0,0,1,0
U2419Ht,2019/8/1,0.48,0.24,0.28,0.00614938
U2419Ht,2019/9/1,0.99,0,0.00999999,0.00477671
U2515Hc,2018/5/1,0,0,1,0.00204248
U2515Hc,2018/6/1,0.08,0.03,0.89,0.00209693
U2515Hc,2018/7/1,0.39,0.6,0.00999999,0.00190693
U2515Hc,2018/8/1,0.46,0.21,0.33,0.00221767
U2515Hc,2018/9/1,0.54,0,0.46,0.00246798
U2515Hc,2018/10/1,0.21,0.78,0.0100001,0.00624222
U2515Hc,2018/11/1,0.26,0,0.74,0.00704405
U2515Hc,2018/12/1,0,0,1,0.00289441
U2515Hc,2019/1/1,0.04,0.04,0.92,0.00349939
U2515Hc,2019/2/1,0,0,1,0.00331762
U2515Hc,2019/3/1,0,0.78,0.22,0.0041894
U2515Hc,2019/4/1,0.22,0.35,0.43,0.00350175
U2515Hc,2019/5/1,0.41,0,0.59,0.00282807
U2515Hc,2019/6/1,0.33,0,0.67,0.00287745
U2515Hc,2019/7/1,0.21,0,0.79,0.00305835
U2515Hc,2019/8/1,0.45,0.54,0.00999999,0.00264317
U2515Hc,2019/9/1,0.15,0.69,0.16,0.0028124
U2518Dt,2018/5/1,0.45,0,0.55,0.00228293
U2518Dt,2018/6/1,0.05,0.48,0.47,0.00270592
U2518Dt,2018/7/1,0.05,0.31,0.64,0.00247624
U2518Dt,2018/8/1,0.22,0.03,0.75,0.00221225
U2518Dt,2018/9/1,0.2,0.3,0.5,0.00284967
U2518Dt,2018/10/1,0,0,1,0.00586119
U2518Dt,2018/11/1,0,0.99,0.00999999,0.00577371
U2518Dt,2018/12/1,0,0,1,0.00142357
U2518Dt,2019/1/1,0.39,0.4,0.21,0.00336558
U2518Dt,2019/2/1,0.71,0.29,2.98023e-08,0.00223372
U2518Dt,2019/3/1,0.6,0.22,0.18,0.00207368
U2518Dt,2019/4/1,0.3,0,0.7,0.00226327
U2518Dt,2019/5/1,0,0,1,0.0037036
U2518Dt,2019/6/1,0.5,0,0.5,0.00276542
U2518Dt,2019/7/1,0.31,0,0.69,0.00205439
U2518Dt,2019/8/1,0.09,0,0.91,0.00146862
U2518Dt,2019/9/1,0,0,1,0.00183612
U2715Hc,2018/5/1,0,0.03,0.97,0.00140533
U2715Hc,2018/6/1,0.4,0.06,0.54,0.000749388
U2715Hc,2018/7/1,0.36,0,0.64,0.000607646
U2715Hc,2018/8/1,0.26,0.57,0.17,0.000824596
U2715Hc,2018/9/1,0.08,0.5,0.42,0.00118213
U2715Hc,2018/10/1,0,0.99,0.00999999,0.00867493
U2715Hc,2018/11/1,0.99,0,0.00999999,0.00905275
U2715Hc,2018/12/1,0,0.4,0.6,0.00606496
U2715Hc,2019/1/1,0.16,0.57,0.27,0.00483336
U2715Hc,2019/2/1,0.54,0,0.46,0.00510588
U2715Hc,2019/3/1,0.19,0,0.81,0.00593459
U2715Hc,2019/4/1,0.6,0.26,0.14,0.00546562
U2715Hc,2019/5/1,0.41,0.25,0.34,0.00646149
U2715Hc,2019/6/1,0.1,0.33,0.57,0.00583918
U2715Hc,2019/7/1,0.41,0,0.59,0.00543323
U2715Hc,2019/8/1,0,0,1,0.00612745
U2715Hc,2019/9/1,0.48,0.43,0.09,0.00741971
U2717Dt,2018/5/1,0,0.25,0.75,0.00428271
U2717Dt,2018/6/1,0.88,0.06,0.06,0.00441313
U2717Dt,2018/7/1,0.28,0,0.72,0.00377517
U2717Dt,2018/8/1,0.32,0.45,0.23,0.00326698
U2717Dt,2018/9/1,0.4,0.6,0,0.0039888
U2717Dt,2018/10/1,0,0.71,0.29,0.00720517
U2717Dt,2018/11/1,0.13,0.78,0.09,0.00739613
U2717Dt,2018/12/1,0.08,0,0.92,0.00354501
U2717Dt,2019/1/1,0.15,0.66,0.19,0.0025787
U2717Dt,2019/2/1,0.39,0.23,0.38,0.00241064
U2717Dt,2019/3/1,0,0,1,0.00180315
U2717Dt,2019/4/1,0,0.3,0.7,0.00197084
U2717Dt,2019/5/1,0.24,0.53,0.23,0.00174994
U2717Dt,2019/6/1,0,0.44,0.56,0.0018847
U2717Dt,2019/7/1,0.17,0,0.83,0.00188865
U2717Dt,2019/8/1,0.13,0.48,0.39,0.00131845
U2717Dt,2019/9/1,0.25,0.34,0.41,0.00200422
U2718Qb,2018/5/1,0,0.38,0.62,0.00195355
U2718Qb,2018/6/1,0.76,0,0.24,0.00196469
U2718Qb,2018/7/1,0.22,0,0.78,0.00157323
U2718Qb,2018/8/1,0,0.12,0.88,0.00219558
U2718Qb,2018/9/1,0.32,0,0.68,0.00212845
U2718Qb,2018/10/1,0.99,0,0.00999999,0.00616971
U2718Qb,2018/11/1,0.53,0.47,2.98023e-08,0.00602758
U2718Qb,2018/12/1,0,0,1,0.00166088
U2718Qb,2019/1/1,0,0.45,0.55,0.00248999
U2718Qb,2019/2/1,0,0.53,0.47,0.00135371
U2718Qb,2019/3/1,0.53,0.38,0.09,0.00207693
U2718Qb,2019/4/1,0.04,0.21,0.75,0.00249584
U2718Qb,2019/5/1,0,0,1,0.00314868
U2718Qb,2019/6/1,0,0.1,0.9,0.00471314
U2718Qb,2019/7/1,0.43,0,0.57,0.0027273
U2718Qb,2019/8/1,0.95,0.04,0.01,0.0026128
U2718Qb,2019/9/1,0.45,0,0.55,0.002568
U2718QMb,2018/5/1,0.06,0.16,0.78,0.00169798
U2718QMb,2018/6/1,0.21,0.36,0.43,0.00207883
U2718QMb,2018/7/1,0.3,0,0.7,0.00218102
U2718QMb,2018/8/1,0.3,0.07,0.63,0.00102267
U2718QMb,2018/9/1,0.17,0,0.83,0.00116982
U2718QMb,2018/10/1,0,0,1,0.00612724
U2718QMb,2018/11/1,0,0.99,0.00999999,0.00613729
U2718QMb,2018/12/1,0,0,1,0
U2718QMb,2019/1/1,0,0,1,0
U2718QMb,2019/2/1,0,0,1,0
U2718QMb,2019/3/1,0,0,1,0
U2718QMb,2019/4/1,0,0,1,0
U2718QMb,2019/5/1,0,0.04,0.96,0.0105595
U2718QMb,2019/6/1,0,0,1,0.00835779
U2718QMb,2019/7/1,0.09,0.3,0.61,0.00452018
U2718QMb,2019/8/1,0.48,0,0.52,0.00326058
U2718QMb,2019/9/1,0,0.46,0.54,0.007085
U2719DSt,2018/5/1,0.01,0.26,0.73,0.00230952
U2719DSt,2018/6/1,0.26,0.13,0.61,0.0021411
U2719DSt,2018/7/1,0.39,0.5,0.11,0.00255501
U2719DSt,2018/8/1,0.23,0.25,0.52,0.00212108
U2719DSt,2018/9/1,0,0,1,0.00256186
U2719DSt,2018/10/1,0.5,0,0.5,0.0056775
U2719DSt,2018/11/1,0.01,0.98,0.00999999,0.00574226
U2719DSt,2018/12/1,0,0,1,0
U2719DSt,2019/1/1,0,0,1,0
U2719DSt,2019/2/1,0,0,1,0
U2719DSt,2019/3/1,0,0,1,0
U2719DSt,2019/4/1,0,0,1,0
U2719DSt,2019/5/1,0,0,1,0
U2719DSt,2019/6/1,0,0,1,0
U2719DSt,2019/7/1,0,0,1,0
U2719DSt,2019/8/1,0,0,1,0
U2719DSt,2019/9/1,0,0,1,0
U2719Dt,2018/5/1,0,0.03,0.97,0.00114633
U2719Dt,2018/6/1,0.13,0.07,0.8,0.00109783
U2719Dt,2018/7/1,0.33,0.1,0.57,0.000929108
U2719Dt,2018/8/1,0,0.52,0.48,0.0010513
U2719Dt,2018/9/1,0.47,0.52,0.00999999,0.000842701
U2719Dt,2018/10/1,0.22,0.77,0.00999999,0.00485709
U2719Dt,2018/11/1,0.96,0.04,2.23517e-08,0.0048697
U2719Dt,2018/12/1,0,0,1,0
U2719Dt,2019/1/1,0,0,1,0
U2719Dt,2019/2/1,0,0,1,0
U2719Dt,2019/3/1,0,0,1,0
U2719Dt,2019/4/1,0,0,1,0
U2719Dt,2019/5/1,0,0,1,0
U2719Dt,2019/6/1,0,0,1,0
U2719Dt,2019/7/1,0,0,1,0
U2719Dt,2019/8/1,0.99,0,0.00999999,0.00877281
U2719Dt,2019/9/1,0.99,0,0.00999999,0.00627844
U3219Qb,2018/5/1,0.28,0.35,0.37,0.00175289
U3219Qb,2018/6/1,0,0.57,0.43,0.00153631
U3219Qb,2018/7/1,0.65,0.24,0.11,0.00133393
U3219Qb,2018/8/1,0.35,0.39,0.26,0.0027508
U3219Qb,2018/9/1,0.05,0.58,0.37,0.0021776
U3219Qb,2018/10/1,0.14,0.85,0.00999999,0.00482017
U3219Qb,2018/11/1,0.99,0,0.00999999,0.00485124
U3219Qb,2018/12/1,0,0,1,0
U3219Qb,2019/1/1,0,0,1,0
U3219Qb,2019/2/1,0,0,1,0
U3219Qb,2019/3/1,0,0,1,0
U3219Qb,2019/4/1,0,0,1,0
U3219Qb,2019/5/1,0,0,1,0
U3219Qb,2019/6/1,0,0,1,0
U3219Qb,2019/7/1,0.99,0,0.00999999,0.00746369
U3219Qb,2019/8/1,0,0.04,0.96,0.00600322
U3219Qb,2019/9/1,0,0,1,0.0035403
U3419Wb,2018/5/1,0.63,0.04,0.33,0.00124775
U3419Wb,2018/6/1,0.71,0.29,2.98023e-08,0.00266292
U3419Wb,2018/7/1,0,0.71,0.29,0.00217677
U3419Wb,2018/8/1,0.42,0.58,5.96046e-08,0.00184401
U3419Wb,2018/9/1,0.41,0,0.59,0.00244182
U3419Wb,2018/10/1,0.17,0,0.83,0.00489327
U3419Wb,2018/11/1,0,0.52,0.48,0.00474496
U3419Wb,2018/12/1,0,0,1,0
U3419Wb,2019/1/1,0,0,1,0
U3419Wb,2019/2/1,0,0,1,0
U3419Wb,2019/3/1,0,0,1,0
U3419Wb,2019/4/1,0,0,1,0
U3419Wb,2019/5/1,0,0,1,0
U3419Wb,2019/6/1,0,0,1,0
U3419Wb,2019/7/1,0,0,1,0
U3419Wb,2019/8/1,0,0,1,0
